Image,LeftWristAngle,RightWristAngle,Left_elbow_angle,Right_elbow_angle,left_shoulder_angle,right_shoulder_angle,left_knee_angle,right_knee_angle,left_ankle_angle,right_ankle_angle,left_hip_angle,right_hip_angle
Warrior-2.png,185.97976677680296,175.3769846888239,178.00509933527854,187.72774083927501,94.99200208943468,101.85689233159718,185.96145092397657,115.99698961265149,203.48428650022558,215.1098856849811,128.40480408931737,152.5489542782016
